24827,N
20463,S
28389,S
16531,S
7805,N
14486,N
15775,S
6139,S
28951,S
20478,S
22930,S
27862,S
9416,N
29872,S
3320,N
16152,S
2714,N
8814,N
3275,N
16872,S
25528,N
16416,N
9386,N
16562,N
728,S
7081,N
25825,N
16484,S
24147,S
10886,N
26827,N
10545,S
25963,S
14317,N
23838,S
4049,O
21345,N
14286,N
27707,O
3086,S
21202,S
4225,S
7409,S
16210,S
21129,N
26850,N
5203,N
3651,N
11600,S
12968,N
6962,S
7019,N
20758,S
25534,N
12667,S
28836,A
22144,S
628,S
20500,N
29706,S
5667,N
29729,S
21554,S
20876,N
15150,S
2595,S
2883,N
11736,S
24081,S
5919,S
12445,S
11203,S
26736,S
2176,N
8199,N
18631,S
977,S
7335,N
2763,S
26009,N
24681,N
13114,S
28204,S
3703,S
4465,N
22704,N
7584,S
10816,N
6657,S
25020,S
1569,N
28465,N
10288,N
16900,S
24439,S
17906,S
3805,S
18118,N
29504,N
9898,N
24973,N
29749,S
783,S
23264,S
20689,N
22522,S
25480,S
4348,N
407,S
20312,N
6261,S
28918,S
9638,N
9712,S
23122,N
18378,N
19634,N
13520,N
23983,S
11775,S
22476,N
19572,S
930,S
3871,S
27305,N
29943,S
26823,S
28735,S
7892,N
6093,S
27141,N
8697,N
17831,S
2805,S
14303,N
24949,N
12864,S
5656,S
17118,N
11074,N
12363,N
27971,S
18707,S
21600,S
19414,S
21546,N
26071,N
21595,S
6946,N
24199,S
9182,N
12876,N
10940,N
2764,S
25444,S
12119,S
19742,S
19660,N
5976,S
7569,N
16096,O
3835,N
2699,S
25701,N
7644,S
18740,N
23311,S
29791,S
817,S
28183,S
2289,S
26593,N
25945,S
19633,N
21896,S
24527,S
15963,S
24713,O
27802,N
23923,S
22037,N
23395,N
23882,S
8816,N
7862,S
17322,S
5301,S
25248,S
3364,N
3158,N
23387,S
29069,S
27100,N
320,S
18123,S
8828,N
22499,S
23039,N
28411,N
8178,S
15058,S
17613,N
10193,S
24854,N
1318,S
12990,S
65,S
22735,N
14371,O
3064,N
8195,O
17449,S
17071,N
9406,S
28759,N
9412,O
14597,S
1125,S
10849,N
12927,N
16216,N
28074,N
940,S
27867,S
10008,S
2813,S
29494,N
26118,S
5743,S
16329,S
20258,N
26038,N
1513,S
27123,S
14785,S
13746,N
13885,S
7353,N
12364,N
27007,N
7254,N
4573,S
18675,S
10497,S
21193,S
9721,N
25399,S
25065,N
8287,S
13695,N
10532,S
18294,S
4355,N
27394,N
10772,N
1625,S
13990,N
16068,S
15180,N
13182,S
8425,S
1995,N
5733,S
1693,A
28885,S
26675,N
15433,S
5224,S
5310,S
21252,S
10877,S
1309,N
11057,N
17819,S
602,S
11463,S
16727,N
28275,S
10408,S
15171,S
14928,S
22695,S
13415,S
28333,S
23862,S
18227,S
26458,N
28924,S
7699,N
6352,N
6940,S
9906,S
27192,S
13807,S
12536,S
23944,N
1976,S
5423,N
25549,S
24543,S
29595,N
3471,S
16410,N
8770,S
29276,S
23823,S
20747,N
21422,N
7903,N
4314,S
8601,N
17507,S
7761,S
25447,S
14566,N
19617,S
24309,N
15494,S
3059,S
9598,S
7104,N
14210,S
2301,N
18120,N
16463,N
18486,N
24911,N
26661,N
23479,S
18659,N
7369,S
16642,N
14784,S
18728,N
13044,S
11785,S
22255,S
12676,S
29055,N
18386,N
2722,N
6071,S
6934,N
11961,S
23051,N
2216,N
19847,N
12272,S
9080,S
14439,S
9371,N
6029,S
29290,S
6248,N
13354,S
15819,N
22125,S
19750,N
29014,S
29116,N
28919,S
24113,S
27958,S
3291,S
21557,S
13340,S
20927,S
15672,S
18712,N
25951,S
12537,N
27335,N
20859,S
11739,N
16916,S
2703,S
22362,S
11769,S
24375,S
6804,N
15688,S
23195,S
26241,S
1803,S
19065,S
2185,S
19661,N
9157,N
24411,S
25351,S
19158,S
13851,S
13083,N
11697,S
19512,S
23786,O
5252,S
7388,N
10896,S
21166,N
9259,N
26643,S
19789,S
22865,S
15137,S
20701,S
8424,S
19950,S
18170,N
7339,S
10240,N
2272,N
25401,N
6212,S
4956,S
24121,S
27882,N
24536,O
17621,N
25677,S
19056,S
28494,S
4278,N
17512,S
1415,N
24889,S
8249,S
1990,S
10943,S
22038,N
7879,N
29300,S
8104,S
16691,S
11484,S
20442,S
21841,S
5091,S
29140,N
6945,N
12090,S
5505,S
21258,S
16356,N
29559,N
4509,S
14091,N
2221,S
7760,S
2881,N
7255,S
17637,S
7821,S
25331,S
6233,N
9755,S
12982,N
10678,N
15956,N
10418,S
21379,N
12408,S
5683,S
10212,S
3793,N
16055,S
9631,S
5588,N
24139,S
28445,N
5913,S
24529,O
4844,S
5451,N
3611,S
19376,N
25690,S
22012,O
23858,S
3868,N
14602,S
4038,N
9139,N
559,S
12534,N
17104,S
14747,N
16059,S
14562,S
25315,S
22650,S
13998,S
9834,N
15601,S
25475,N
24006,N
24851,S
23671,S
25920,S
227,S
28678,S
21795,N
23782,O
14532,S
16915,S
19897,N
1366,N
2243,S
5691,N
19713,S
20371,N
24307,N
21067,N
11180,S
9734,N
21497,N
794,N
7750,S
19993,N
13122,N
29780,N
26279,S
21183,S
12951,N
24302,S
14653,N
2349,N
10455,S
26688,S
15927,N
16178,S
13705,S
26112,N
20852,S
9053,S
8731,S
24648,S
1337,N
5514,S
24763,S
7916,N
27834,N
14749,N
14309,N
1303,N
13847,N
16239,S
3264,N
10180,N
5742,S
12788,N
15440,N
6900,N
13778,N
9708,S
13497,S
19178,N
12362,S
17333,N
3971,S
221,S
15388,N
9758,S
8024,S
18013,N
14838,N
18079,N
18795,S
23800,N
20919,S
6976,N
12466,N
11735,S
1837,N
2097,N
20512,N
26435,N
21354,N
23914,N
18029,S
12117,S
26871,S
21293,N
22742,N
10622,N
16119,S
28338,S
11948,N
12692,N
3726,N
17515,S
15543,S
25300,N
28719,S
7160,N
3737,N
7258,S
21545,S
5257,S
2057,N
14599,S
22719,N
28269,S
19099,N
15505,N
21251,N
17654,N
26987,S
12220,S
19898,N
24537,O
18556,N
19670,N
6577,S
25446,S
4637,N
27145,S
12689,S
12156,N
21899,S
11143,S
16827,S
19768,S
16258,S
12077,N
18289,S
10813,N
26916,N
8454,S
7876,N
24894,S
4323,S
4914,S
18885,S
9937,N
11295,S
10562,S
3801,N
12100,S
8443,N
14396,S
19987,S
19416,S
10052,S
5706,S
17671,S
28626,S
13552,N
21911,S
436,O
15922,S
3474,S
13282,N
850,S
12026,S
12178,N
10432,S
13505,N
13487,S
12727,N
2887,S
13076,S
406,N
15016,S
25032,N
13550,N
11272,N
18463,N
22122,S
15075,N
24148,S
16379,S
8986,S
19932,N
15705,S
18810,S
15814,S
15378,N
10708,S
27821,S
16924,S
22051,S
5344,N
14832,N
14593,S
27291,N
29707,S
17873,S
13779,S
1774,N
8106,S
29640,N
1389,S
28602,N
23299,S
27571,S
24487,S
21535,S
21446,S
1795,S
14068,N
2430,N
22590,S
24768,N
17872,S
7861,S
1152,S
22581,S
24413,S
17123,N
24476,S
11683,S
14343,N
25868,N
202,N
29842,N
7412,S
25140,O
22502,N
15372,N
20031,N
15253,N
22805,N
9881,O
3473,S
18468,S
1039,N
21062,N
26655,S
5054,S
13088,N
23971,S
12992,S
19127,N
29900,S
19469,S
1180,N
9876,S
23538,N
11893,S
19359,S
3027,N
9235,S
16649,N
15442,S
25763,S
1689,S
20062,S
28689,N
9688,N
22562,S
29353,S
14568,N
12745,N
27633,S
11495,N
17577,S
23754,S
12124,S
19818,S
15155,S
14833,N
18169,N
5014,S
27774,S
5002,O
6488,S
8166,S
4037,N
29178,S
19136,N
14282,N
14033,S
4641,N
17550,N
7188,S
3470,S
29498,S
6874,S
324,S
18201,S
2517,N
4490,N
943,S
14662,S
18086,S
16882,N
6541,S
7845,N
6625,S
7854,S
13571,S
24706,N
1187,S
18949,N
4895,N
11556,S
24747,S
17281,S
1080,S
8430,O
3817,S
24110,S
29508,S
23147,N
11053,S
27755,S
29159,S
12285,N
5195,N
24365,N
9393,N
193,S
28192,S
25306,S
865,N
2286,S
14707,S
13556,S
21565,S
8317,N
5831,N
191,S
21095,N
22264,S
24677,S
14431,S
4033,N
29726,S
5867,N
8833,N
11080,S
22755,N
20579,S
8083,S
16259,S
16514,N
22928,N
28813,S
15871,N
27275,N
13235,S
4677,S
29330,N
5615,N
10688,N
19614,N
26528,N
27221,S
22968,N
23107,S
25919,S
22700,S
22841,S
22780,N
14869,S
679,S
21871,A
26077,S
644,N
3881,N
1868,S
29429,S
13842,N
27891,N
1989,S
1624,N
18474,S
1072,N
20385,S
6211,N
12110,N
7910,N
14670,S
6966,S
5746,S
5847,S
27172,S
17399,N
20871,S
8759,S
22488,N
13685,N
9499,S
5856,S
28429,N
20867,S
5278,S
27816,S
23552,N
19570,S
29346,N
26866,S
6566,S
14914,S
27410,S
1373,N
23386,N
9015,N
882,S
29882,N
6155,S
5659,S
3966,S
29305,S
16390,N
20805,S
28361,N
7174,S
5008,S
19073,O
9198,S
5303,S
2086,N
8650,S
23989,S
17055,N
22714,N
2074,O
29461,S
27712,S
20527,N
24222,N
25478,N
15323,S
17756,S
12862,S
23715,N
12288,S
18316,S
21102,S
6329,S
4008,S
22161,N
8667,N
7653,S
26100,N
23853,O
26326,S
8389,N
2398,S
976,S
6382,N
3424,S
1467,N
23639,S
9754,N
14482,S
9221,S
2976,N
8840,N
22615,S
7518,S
3106,N
20888,S
4829,N
22347,N
7180,S
6498,N
14632,N
10295,N
11925,N
8117,N
517,N
9626,S
9575,N
11317,N
16641,S
22046,N
5918,S
27900,N
6704,N
3509,S
18465,N
18657,N
5361,N
19196,S
20692,S
16266,S
14290,S
15423,N
28232,S
27923,N
20419,S
14919,S
14563,N
415,S
1270,S
11232,S
12158,S
22962,S
15648,S
28948,S
6929,S
10812,N
29432,N
17923,N
29760,S
19417,N
7437,S
16910,N
5192,S
9204,N
28676,S
26056,S
22884,S
13748,N
21580,N
9634,N
8846,N
15412,N
20672,S
14159,N
17883,N
12794,S
15087,S
29188,S
14496,S
9751,N
4424,N
15007,S
4617,N
7661,S
16618,N
23185,S
14452,S
25382,N
5172,S
26936,S
22485,A
11467,S
19483,N
7214,N
27914,N
14383,N
22786,S
17188,S
18943,S
24392,S
17722,S
21306,S
19573,S
13403,S
23524,S
24743,S
21338,N
26335,S
19209,S
22661,S
7541,S
19290,N
17447,S
26897,N
18339,A
16194,N
8245,N
11780,S
19443,N
11516,S
2529,O
27517,N
21279,O
12918,S
25596,S
22282,S
27619,N
19434,N
20016,S
18224,N
25050,N
5284,S
29937,S
7844,N
27049,N
3850,N
1206,S
422,S
21163,S
15030,S
1939,N
11528,N
8884,S
20431,S
3673,S
22279,S
15061,S
22623,S
17461,N
14345,N
23660,N
27028,N
11432,S
3425,N
14648,N
11296,N
12500,N
4928,S
10457,S
3544,S
6393,S
5336,S
25403,N
11863,N
27626,N
18219,S
14296,N
8830,S
600,S
8184,S
25,S
17544,N
14218,S
4725,S
22710,N
8514,N
61,N
1383,N
28853,S
16818,N
27801,N
9537,N
11689,S
15205,S
4262,N
15999,S
17483,N
18267,S
14153,S
13105,N
163,N
10293,N
4951,S
10653,S
12986,N
17897,S
8519,N
21249,N
22839,S
17573,N
10183,N
6935,S
18719,N
20155,N
21778,S
13523,N
22451,S
21449,N
16605,S
22179,N
25097,N
12120,S
17262,N
13196,S
8676,S
22180,N
16322,S
3529,S
20711,S
15103,S
13917,S
6130,S
26842,S
15424,S
10792,N
9799,S
26155,N
18543,N
10540,S
9130,S
8572,N
5654,S
27157,S
63,S
19591,S
25318,S
17026,N
23946,S
26373,N
6267,S
7101,N
27047,N
24189,O
22173,S
23766,N
22253,S
24806,N
24606,N
27403,N
4877,S
23002,S
8208,N
12387,S
15734,O
28922,S
16129,N
9141,N
22692,S
12160,S
1091,S
8712,N
9628,S
11609,S
27441,N
24249,N
24969,S
14133,N
5612,N
3978,O
13471,S
18566,S
10487,N
19258,N
25311,S
11931,N
4728,N
4358,N
14918,S
7138,N
29050,N
21961,S
18813,S
25533,N
16381,S
7083,N
24390,S
11123,N
7528,S
26816,N
4414,S
17522,S
27803,N
25085,S
11052,S
17466,N
13089,N
24191,N
11031,S
27939,S
28807,N
3338,S
7738,O
3003,N
19369,S
21797,S
7457,N
8316,N
801,N
9268,N
21823,N
9085,S
20203,S
17700,N
29828,N
21544,S
28476,N
4235,O
26961,S
27630,S
14281,N
384,S
1277,S
22796,S
5672,S
26790,S
9426,S
8063,N
11935,N
29892,A
28838,S
7086,N
9825,S
25952,S
19006,O
28009,N
27518,N
21707,N
13225,N
7646,N
28175,N
20910,N
16612,N
7077,N
11415,S
23943,N
2374,S
19949,S
7063,S
18318,S
8969,S
10597,N
27243,N
8500,S
11406,N
13384,S
5724,S
7208,S
11424,S
739,N
2091,N
6665,S
8648,S
24591,N
9771,N
14036,N
12459,N
4463,N
19668,O
21117,N
24055,N
12919,S
27838,N
23649,S
29456,N
1587,S
12046,N
9462,S
28547,N
9965,S
3601,S
17802,S
6414,S
3760,N
258,N
13413,S
17361,N
12182,S
18824,S
6586,S
25131,S
7799,N
26349,O
15531,S
10336,S
9917,S
1361,N
2591,N
9890,S
2276,N
5342,N
24578,S
19636,S
12133,O
25083,S
20244,N
6816,S
16004,S
29676,S
11147,S
21735,N
2346,N
4338,S
26331,S
25381,N
25476,A
18592,N
13814,S
21702,N
22853,N
25555,S
14778,S
9375,N
1362,N
26010,N
28199,S
29709,N
1922,S
9343,S
814,N
13428,S
427,S
16592,N
24036,N
29766,N
5628,S
101,N
26876,N
22397,S
21382,N
19138,N
6154,S
1862,S
28045,S
2394,N
14260,N
6688,N
12333,S
19269,N
11213,N
8786,S
6485,S
27468,S
20064,S
7936,N
28020,S
28172,N
23374,S
7361,S
1194,S
20578,S
28409,N
3109,N
23141,S
14528,N
12336,S
28616,S
28426,S
13162,S
4741,S
7079,N
26761,S
23758,S
19743,S
3018,N
6615,S
26921,S
245,N
24652,A
11656,S
14744,N
2128,N
3894,S
20583,N
26666,N
10435,N
23112,N
11000,N
5736,S
1863,S
23903,S
3295,S
10951,S
25524,S
8447,S
24422,N
4227,S
15368,S
9099,S
19896,N
27885,S
1518,S
15208,S
7478,N
25313,S
18959,S
8379,S
6231,S
16086,N
23450,S
12147,N
29793,S
28733,S
27982,N
7933,N
10890,S
13379,S
22152,N
11106,S
16228,N
15065,N
10800,N
773,S
605,S
28845,S
3023,N
10496,N
28246,S
29512,O
11061,S
5737,S
26333,S
28033,S
24219,N
11306,N
15997,S
26265,S
10495,N
25298,N
4231,N
19315,S
17543,N
13602,N
7285,O
6107,S
6660,S
18028,S
10117,N
23462,N
12059,S
3146,S
6055,S
23578,N
8013,A
10684,N
8359,N
9923,N
9594,N
18533,S
8553,N
17407,N
26758,N
7452,S
12828,N
7507,S
5431,N
15134,S
16162,N
3142,S
7017,S
24699,N
25339,S
7365,S
1075,S
27657,S
16074,N
14151,S
10511,S
2460,N
1836,N
19351,O
8812,N
24289,N
5510,S
11083,N
7964,N
11754,S
22636,N
21323,N
11958,S
12485,N
2577,S
9018,S
23764,N
29620,S
13967,S
28352,N
10821,S
1620,S
3610,S
14975,N
25671,S
17345,N
21837,S
24152,S
28990,S
17699,S
15419,S
6296,N
792,N
3635,S
13893,N
8256,S
19994,N
11923,O
11545,S
13599,N
12839,S
14088,N
3290,S
9186,S
28635,N
10036,S
23420,S
23040,O
26467,N
4604,N
12905,S
5629,S
10434,N
22716,N
26759,S
16891,N
10320,S
9361,N
10987,S
8203,S
17726,N
17078,S
3512,S
23911,N
2379,S
25392,S
17935,S
24380,N
3522,A
11795,S
6636,N
18932,N
20624,S
3624,S
20471,S
18355,S
18206,S
23953,N
23810,S
9003,N
14705,S
28811,N
8857,S
22849,S
18700,S
29106,S
17500,N
10253,N
102,S
4748,S
19201,N
28642,S
4596,S
7578,S
5782,S
21491,S
22543,N
20057,S
20606,N
22846,S
9512,S
19215,S
11576,N
19120,N
12720,N
26360,N
21229,N
2241,S
6229,N
7292,S
14102,N
13279,N
13153,N
839,S
8296,N
23248,S
27893,N
11967,N
8608,S
21480,S
8409,S
13935,N
7205,S
17659,S
14406,S
6926,S
26846,N
9974,N
5266,N
875,S
3189,S
20095,S
6556,N
2180,S
11373,N
21708,N
21727,N
17146,N
8801,N
6992,S
3042,N
10020,S
9292,S
23267,N
22556,N
20610,N
14006,S
5551,N
19260,N
13963,N
23630,S
9434,O
20949,S
6719,N
18618,N
13782,S
17705,O
1856,S
6954,S
26031,N
16851,N
10186,S
4665,S
17145,N
19574,S
23400,S
20718,S
5722,S
19341,N
15633,S
21211,S
4762,N
14714,N
18980,N
13026,O
2856,N
274,N
5959,S
19601,S
1324,S
29474,N
21958,S
26768,S
21341,S
17092,S
14323,N
15337,S
23877,N
23102,S
20697,N
270,S
24630,S
8745,S
19548,N
11661,S
8050,S
2024,S
5922,S
10614,S
6655,S
11456,O
15566,N
12933,S
28517,S
24885,S
8394,S
21925,N
15408,N
4313,S
22891,S
8843,N
25918,S
20131,S
9465,N
10636,N
6086,S
6144,S
11311,N
16879,S
16385,S
24263,N
26864,S
13053,S
10898,S
8758,S
26604,N
15961,S
4706,S
17009,N
1245,S
24535,O
22707,N
14811,N
10524,N
17710,O
5305,S
12305,S
28257,N
26479,S
23261,S
6950,S
5022,N
16669,S
8380,S
26657,S
19906,S
14963,N
2334,N
23459,S
11605,N
28860,S
12766,N
7565,S
11678,S
24656,S
16442,N
13012,N
15149,S
13798,N
162,N
23113,N
16183,N
12842,S
9478,S
5966,S
16029,S
14553,S
22607,S
8851,S
12989,S
26163,S
15391,N
22734,N
11506,S
11978,N
11044,S
14672,S
3519,N
3911,N
338,S
13410,S
9260,N
28179,S
19976,S
25395,O
24141,S
17846,N
15484,N
22701,S
16699,N
117,A
3619,S
21740,N
28195,S
5521,N
29490,N
15987,S
28441,N
3950,N
8804,S
6201,N
21465,N
24834,N
22000,S
3532,S
6886,S
13827,S
20394,S
724,S
29003,N
24998,S
12760,S
12409,S
12260,S
155,N
24562,N
21953,O
797,N
2129,N
13433,N
3957,S
22357,S
29914,S
867,N
6558,N
23476,N
6549,N
4898,N
152,N
8909,S
2999,S
10055,N
21265,S
10398,N
6513,N
18721,S
16298,S
26011,N
3420,N
29191,S
26682,S
27204,S
3438,N
15291,N
11747,N
11287,S
13644,N
13597,N
16678,N
25434,S
8940,S
12044,O
23274,N
8709,N
10924,N
2647,N
15598,S
17781,N
12954,S
1697,N
25512,S
22778,S
1461,S
21999,S
23088,S
18603,S
5593,S
19791,S
6881,S
25289,S
18876,N
25966,N
18679,N
3656,N
3851,N
26225,N
4162,S
13813,S
15788,S
5081,N
11087,N
15778,S
22367,S
28835,N
4722,S
24466,N
7534,S
16255,N
28632,S
20384,N
14905,S
8025,S
20983,S
19259,N
16238,S
23804,S
10893,S
13175,S
16186,S
24937,N
20311,N
11363,N
23060,N
1049,N
24473,S
12279,N
8069,S
7863,S
20161,S
10618,S
7948,N
12427,N
27201,S
4714,N
28350,N
22315,S
20353,S
15020,S
8342,S
19556,S
29650,N
17116,N
17920,S
2481,S
26339,N
12636,N
18323,S
1242,N
13703,N
13048,S
11558,S
16317,S
25428,N
19338,S
20032,N
25126,S
8552,N
16038,N
24298,S
21463,N
6050,S
7596,S
763,S
17558,N
20163,N
8321,S
4592,N
26530,N
19059,S
4193,N
23414,S
19308,S
21907,S
1299,N
1385,S
10884,S
17065,S
29204,N
8813,N
3095,S
13503,N
13203,S
25184,S
9207,S
13190,N
22134,S
20119,S
18437,S
19430,N
14887,S
22278,S
24819,S
3646,S
27681,N
11694,S
15319,N
6210,S
19340,N
23694,S
7227,N
3647,S
12929,N
11549,N
13458,S
18255,N
21556,S
26177,S
13615,O
13738,N
15242,S
20205,S
11102,S
19146,N
17338,S
16267,S
14722,S
15503,N
26817,S
6150,S
28049,S
7472,N
27013,S
22121,S
7225,S
9039,N
28607,N
20661,S
7047,S
20314,N
24244,S
14964,N
5699,N
25517,S
11443,S
5369,N
28054,N
20924,N
24212,S
26582,N
15295,N
18765,N
14400,N
25508,S
19181,N
23032,S
19578,S
2103,N
20221,S
6044,N
21673,S
27730,N
18549,S
10928,S
4089,N
29736,S
25333,N
26300,O
12265,N
2281,S
21543,S
20961,S
9202,N
12185,S
23997,S
19518,N
8155,N
4730,N
27599,N
23727,S
5467,N
7651,S
262,N
11641,A
7155,N
16876,S
10844,N
21574,S
29878,N
4390,N
18452,S
122,S
18534,S
10304,S
28659,S
13434,N
3198,S
27115,S
18317,S
9985,N
11115,N
17129,N
3171,N
22231,N
25113,N
4802,S
24087,N
23567,N
16585,N
28887,S
27519,S
3289,N
11217,N
15593,N
25675,N
22551,N
16614,N
22029,N
11642,S
23631,N
4052,N
23857,S
2602,S
4707,S
5501,S
18849,S
10493,S
20426,N
24568,S
27481,N
26708,N
8331,S
25544,S
19220,N
29847,S
10209,N
18431,N
27031,N
6822,N
9585,N
28061,N
18148,S
15288,S
15943,S
7915,N
64,S
26771,S
15223,N
5297,S
15817,S
27972,N
24784,S
15869,N
6987,N
4827,S
20178,S
19273,N
1486,N
13173,S
22554,N
27483,S
23802,S
1532,S
24153,S
22318,S
19238,S
513,N
2733,N
20033,N
12087,S
1195,S
3359,S
11441,S
18584,S
25592,S
6438,N
19425,S
25470,N
11778,S
10962,N
13232,S
26536,N
14410,S
7245,S
17161,N
944,S
4917,S
17847,N
25308,S
4167,N
29860,N
914,S
10780,N
3256,S
15540,S
24424,N
20144,S
15847,S
28810,N
18094,S
17253,S
8163,S
16414,N
30,N
14180,S
15397,N
27967,S
19038,S
20937,S
11168,S
26303,N
768,S
25385,S
8488,N
2702,S
21145,S
29374,N
1555,N
7692,S
5999,N
7000,N
15215,S
18613,S
374,S
17147,N
14706,S
7667,S
24185,S
29364,S
21383,N
17890,S
10301,S
6679,N
23322,S
22280,S
8799,S
29165,N
8822,S
3774,S
18100,N
15618,S
825,N
28473,N
20973,N
18924,S
9809,S
27171,S
4217,S
6897,S
2800,S
25072,S
13839,S
21555,S
11797,S
16698,N
14534,N
27379,N
12555,N
13150,N
13019,N
24295,S
15858,S
26233,S
15235,S
5098,N
1009,N
555,S
8660,N
13740,N
5884,S
3889,N
14090,N
13921,N
15279,N
5132,S
6667,S
13512,S
1394,S
2925,S
18039,S
20451,N
11793,S
10350,S
982,S
26336,S
3602,S
26624,S
7154,N
25433,S
3897,S
8345,S
28683,S
3220,S
1310,S
3293,S
8672,N
12778,N
5932,N
4692,S
25358,S
26634,N
10787,N
17389,N
21331,N
7476,N
416,S
24754,S
9699,S
5800,S
9150,S
26710,S
12339,S
5708,S
24545,S
11950,N
6635,N
15459,S
13898,N
23521,N
19080,S
22054,S
15970,S
14072,S
29971,S
4017,N
10233,S
17977,S
9013,N
22721,S
3916,N
13009,N
8315,O
12057,N
28086,S
10610,S
10273,N
25614,S
13420,S
26276,N
22128,S
12027,S
3574,N
2052,N
859,S
3021,N
15410,N
21689,S
11907,S
15991,S
3831,S
24382,S
19698,N
7701,S
26785,N
4126,N
20202,S
4611,S
22393,S
18075,O
11024,S
16534,S
1950,S
16648,A
14381,S
3967,S
13268,S
27148,S
11425,S
20620,S
7362,S
5663,S
2808,S
28196,S
21755,N
6755,S
9447,O
16153,S
18331,S
24229,S
7841,N
18678,N
19666,O
9405,S
294,S
7632,S
16021,N
28533,S
8775,N
19182,N
23119,N
27129,S
23591,S
1813,S
11027,S
7660,S
3101,S
8790,N
10677,N
29469,S
11711,N
26255,S
6255,S
29117,N
20391,N
21611,N
17494,S
21350,S
14007,S
1153,S
926,S
12143,O
23515,S
5625,N
22693,S
9814,S
12774,S
26383,N
27405,N
14366,N
20938,S
24327,S
29786,N
18205,N
27524,N
12276,N
8252,S
16976,S
24726,S
27234,N
20321,S
26124,N
20480,N
25658,N
21020,N
21995,N
29571,S
4837,O
22614,S
4922,S
13789,S
16095,S
5608,N
12151,N
7231,S
21542,N
3589,N
19861,S
10921,N
514,N
4288,N
23594,S
22261,S
7373,S
28936,N
1047,N
8926,N
27693,N
1036,S
13535,S
1098,S
3491,S
26649,S
2362,S
8545,N
22620,S
4769,S
16824,N
2897,S
1883,N
13894,N
16935,S
24216,S
28532,N
7293,N
3672,S
11864,S
15006,S
28309,S
26425,S
23282,N
22866,S
17858,S
4513,N
1306,S
24999,S
226,S
5291,S
26737,S
1749,N
25539,S
22343,N
19733,N
