24827,N
20463,N
28389,S
16531,N
7805,N
14486,N
15775,N
6139,S
28951,N
20478,S
22930,S
27862,N
9416,N
29872,N
3320,N
16152,S
2714,N
8814,N
3275,N
16872,N
25528,N
16416,N
9386,S
16562,N
728,S
7081,N
25825,N
16484,S
24147,N
10886,S
26827,N
10545,N
25963,N
14317,N
23838,N
4049,O
21345,N
14286,N
27707,N
3086,N
21202,N
4225,S
7409,S
16210,N
21129,N
26850,N
5203,N
3651,N
11600,S
12968,N
6962,N
7019,S
20758,S
25534,N
12667,S
28836,S
22144,S
628,S
20500,N
29706,S
5667,N
29729,N
21554,S
20876,N
15150,S
2595,N
2883,S
11736,N
24081,S
5919,S
12445,N
11203,S
26736,N
2176,N
8199,N
18631,N
977,N
7335,N
2763,S
26009,N
24681,N
13114,N
28204,S
3703,S
4465,N
22704,S
7584,N
10816,N
6657,S
25020,N
1569,N
28465,N
10288,N
16900,N
24439,S
17906,N
3805,N
18118,N
29504,N
9898,S
24973,N
29749,N
783,N
23264,N
20689,N
22522,S
25480,N
4348,N
407,N
20312,N
6261,S
28918,N
9638,N
9712,S
23122,N
18378,N
19634,N
13520,N
23983,N
11775,N
22476,S
19572,N
930,N
3871,S
27305,N
29943,S
26823,S
28735,N
7892,N
6093,N
27141,N
8697,N
17831,S
2805,N
14303,N
24949,N
12864,N
5656,N
17118,N
11074,S
12363,N
27971,S
18707,N
21600,S
19414,S
21546,N
26071,N
21595,S
6946,N
24199,S
9182,N
12876,N
10940,S
2764,S
25444,N
12119,N
19742,S
19660,N
5976,N
7569,N
16096,N
3835,S
2699,S
25701,N
7644,S
18740,S
23311,N
29791,S
817,N
28183,N
2289,N
26593,N
25945,N
19633,N
21896,O
24527,N
15963,S
24713,N
27802,N
23923,S
22037,N
23395,S
23882,N
8816,N
7862,N
17322,N
5301,S
25248,S
3364,N
3158,N
23387,S
29069,N
27100,N
320,S
18123,S
8828,N
22499,N
23039,N
28411,N
8178,N
15058,N
17613,N
10193,S
24854,N
1318,S
12990,N
65,N
22735,N
14371,O
3064,N
8195,N
17449,N
17071,S
9406,N
28759,N
9412,O
14597,S
1125,S
10849,S
12927,S
16216,S
28074,N
940,S
27867,N
10008,N
2813,N
29494,S
26118,S
5743,N
16329,N
20258,S
26038,N
1513,S
27123,N
14785,N
13746,S
13885,N
7353,N
12364,N
27007,S
7254,N
4573,N
18675,N
10497,N
21193,S
9721,N
25399,N
25065,N
8287,S
13695,N
10532,N
18294,N
4355,N
27394,S
10772,S
1625,N
13990,N
16068,N
15180,N
13182,S
8425,S
1995,N
5733,N
1693,N
28885,N
26675,N
15433,N
5224,S
5310,N
21252,N
10877,N
1309,N
11057,N
17819,N
602,S
11463,N
16727,O
28275,N
10408,N
15171,N
14928,N
22695,S
13415,N
28333,S
23862,N
18227,N
26458,N
28924,N
7699,N
6352,N
6940,N
9906,N
27192,S
13807,N
12536,N
23944,N
1976,N
5423,N
25549,S
24543,N
29595,N
3471,N
16410,S
8770,S
29276,N
23823,N
20747,N
21422,N
7903,N
4314,N
8601,N
17507,N
7761,S
25447,N
14566,S
19617,S
24309,N
15494,N
3059,N
9598,S
7104,S
14210,S
2301,N
18120,N
16463,N
18486,N
24911,N
26661,N
23479,N
18659,N
7369,S
16642,N
14784,N
18728,N
13044,N
11785,S
22255,S
12676,N
29055,N
18386,N
2722,N
6071,N
6934,N
11961,N
23051,N
2216,N
19847,N
12272,N
9080,N
